serie,site,zone,TipoDeArea,transect,latitud,estacion,year,profundidad (m),temperatura celsius,hora_num_util,familia,especie,grupo_funcional,grupo_trofico,forrajeo_hr,PF_hr,estado,,,,,,
GH010193,Chañaral de Aceituno,Norte Centro,AMCP,1,-29.071608,Spring,2021,19.4,12,0.430833333,NaN,NaN,NaN,Herbivoro,0,0,COMPLETO,,,,,,
GH019687,Chañaral de Aceituno,Norte Centro,AMCP,2,-29.071608,Spring,2021,,,0.270266667,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,16.650222,0.482781139,COMPLETO,,,,,,
GH019687,Chañaral de Aceituno,Norte Centro,AMCP,2,-29.071608,Spring,2021,,,0.270266667,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,1.850024667,0.044830556,COMPLETO,,,,,,
GH019687,Chañaral de Aceituno,Norte Centro,AMCP,2,-29.071608,Spring,2021,,,0.270266667,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,5.550074001,0.11110417,COMPLETO,,,,,,
GH019687,Chañaral de Aceituno,Norte Centro,AMCP,2,-29.071608,Spring,2021,,,0.270266667,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,11.100148,0.114790703,COMPLETO,,,,,,
GH019687,Chañaral de Aceituno,Norte Centro,AMCP,2,-29.071608,Spring,2021,,,0.270266667,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,1.850024667,0.063530986,COMPLETO,,,,,,
GH019687,Chañaral de Aceituno,Norte Centro,AMCP,2,-29.071608,Spring,2021,,,0.270266667,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,1.850024667,0.044830556,COMPLETO,,,,,,
GH019687,Chañaral de Aceituno,Norte Centro,AMCP,2,-29.071608,Spring,2021,,,0.270266667,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,1.850024667,0.053642349,COMPLETO,,,,,,
GH019687,Chañaral de Aceituno,Norte Centro,AMCP,2,-29.071608,Spring,2021,,,0.270266667,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,3.700049334,0.060387626,COMPLETO,,,,,,
GH019687,Chañaral de Aceituno,Norte Centro,AMCP,2,-29.071608,Spring,2021,,,0.270266667,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,3.700049334,0.038263568,COMPLETO,,,,,,
GH019687,Chañaral de Aceituno,Norte Centro,AMCP,2,-29.071608,Spring,2021,,,0.270266667,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,1.850024667,0.044830556,COMPLETO,,,,,,
GH019687,Chañaral de Aceituno,Norte Centro,AMCP,2,-29.071608,Spring,2021,,,0.270266667,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,1.850024667,0.044830556,COMPLETO,,,,,,
GH019687,Chañaral de Aceituno,Norte Centro,AMCP,2,-29.071608,Spring,2021,,,0.270266667,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,7.400098668,0.120775253,COMPLETO,,,,,,
GH019687,Chañaral de Aceituno,Norte Centro,AMCP,2,-29.071608,Spring,2021,,,0.270266667,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,3.700049334,0.089661112,COMPLETO,,,,,,
GH019687,Chañaral de Aceituno,Norte Centro,AMCP,2,-29.071608,Spring,2021,,,0.270266667,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,1.850024667,0.044830556,COMPLETO,,,,,,
GH019687,Chañaral de Aceituno,Norte Centro,AMCP,2,-29.071608,Spring,2021,,,0.270266667,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,9.250123335,0.055763366,COMPLETO,,,,,,
GH019687,Chañaral de Aceituno,Norte Centro,AMCP,2,-29.071608,Spring,2021,,,0.270266667,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,12.95017267,0.375496442,COMPLETO,,,,,,
GH019687,Chañaral de Aceituno,Norte Centro,AMCP,2,-29.071608,Spring,2021,,,0.270266667,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,1.850024667,0.053642349,COMPLETO,,,,,,
GH019687,Chañaral de Aceituno,Norte Centro,AMCP,2,-29.071608,Spring,2021,,,0.270266667,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,5.550074001,0.09058144,COMPLETO,,,,,,
GH019687,Chañaral de Aceituno,Norte Centro,AMCP,2,-29.071608,Spring,2021,,,0.270266667,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,1.850024667,0.030193813,COMPLETO,,,,,,
GH019687,Chañaral de Aceituno,Norte Centro,AMCP,2,-29.071608,Spring,2021,,,0.270266667,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,9.250123335,0.055763366,COMPLETO,,,,,,
GH019687,Chañaral de Aceituno,Norte Centro,AMCP,2,-29.071608,Spring,2021,,,0.270266667,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,3.700049334,0.089661112,COMPLETO,,,,,,
GH019687,Chañaral de Aceituno,Norte Centro,AMCP,2,-29.071608,Spring,2021,,,0.270266667,NaN,NaN,NaN,Carnivoro,0,0,COMPLETO,,,,,,
GH019643,Chañaral de Aceituno,Norte Centro,AMCP,3,-29.071608,Spring,2021,10.8,16,0.459166667,NaN,NaN,NaN,Carnivoro,0,0,COMPLETO,,,,,,
GH019643,Chañaral de Aceituno,Norte Centro,AMCP,3,-29.071608,Spring,2021,10.8,16,0.459166667,NaN,NaN,NaN,Herbivoro,0,0,COMPLETO,,,,,,
GH019644,Chañaral de Aceituno,Norte Centro,AMCP,4,-29.071608,Spring,2021,9.7,14,0.3275,NaN,NaN,NaN,Carnivoro,0,0,COMPLETO,,,,,,
GH019644,Chañaral de Aceituno,Norte Centro,AMCP,4,-29.071608,Spring,2021,9.7,14,0.3275,NaN,NaN,NaN,Herbivoro,0,0,COMPLETO,,,,,,
GOPR9700,Cobquecura,Sur Centro,AMERB,2,-28.553365,Spring,2022,18.1,18,0.560833333,NaN,NaN,NaN,Carnivoro,0,0,COMPLETO,,,,,,
GOPR9700,Cobquecura,Sur Centro,AMERB,2,-28.553365,Spring,2022,18.1,18,0.560833333,NaN,NaN,NaN,Herbivoro,0,0,COMPLETO,,,,,,
GOPR9706,Cobquecura,Sur Centro,AMERB,5,-28.553365,Spring,2022,11.2,15,0.479166667,NaN,NaN,NaN,Carnivoro,0,0,COMPLETO,,,,,,
GOPR9706,Cobquecura,Sur Centro,AMERB,5,-28.553365,Spring,2022,11.2,15,0.479166667,NaN,NaN,NaN,Herbivoro,0,0,COMPLETO,,,,,,
GOPR9703,Cobquecura,Sur Centro,AMERB,7,-28.553365,Spring,2022,11.4,15,1.001666667,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,0.499168053,0.014473616,COMPLETO,,,,,,
GOPR9703,Cobquecura,Sur Centro,AMERB,7,-28.553365,Spring,2022,11.4,15,1.001666667,NaN,NaN,NaN,Carnivoro,0,0,COMPLETO,,,,,,
GH020003,Carrizal Bajo,Norte Centro,AMERB,1,-28.069027,Spring,2021,14.4,14,0.604445,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,4.13602561,0.036804375,INCOMPLETO,,,,,,
GH020003,Carrizal Bajo,Norte Centro,AMERB,1,-28.069027,Spring,2021,14.4,14,0.604445,NaN,NaN,NaN,Carnivoro,0,0,INCOMPLETO,,,,,,
GH020003,Carrizal Bajo,Norte Centro,AMERB,1,-28.069027,Spring,2021,14.4,14,0.604445,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,1.654410244,0.069400168,INCOMPLETO,,,,,,
GH010004,Carrizal Bajo,Norte Centro,AMERB,5,-28.069027,Spring,2021,14.9,14.5,0.723333333,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,0.69124424,0.035603954,INCOMPLETO,,,,,,
GH010004,Carrizal Bajo,Norte Centro,AMERB,5,-28.069027,Spring,2021,14.9,14.5,0.723333333,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,0.69124424,0.015918598,INCOMPLETO,,,,,,
GH010004,Carrizal Bajo,Norte Centro,AMERB,5,-28.069027,Spring,2021,14.9,14.5,0.723333333,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,0.69124424,0.015918598,INCOMPLETO,,,,,,
GH010004,Carrizal Bajo,Norte Centro,AMERB,5,-28.069027,Spring,2021,14.9,14.5,0.723333333,NaN,NaN,NaN,Carnivoro,0,0,INCOMPLETO,,,,,,
GH010004,Carrizal Bajo,Norte Centro,AMERB,5,-28.069027,Spring,2021,14.9,14.5,0.723333333,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,0.69124424,0.012539492,INCOMPLETO,,,,,,
GH010007,Carrizal Bajo,Norte Centro,AMERB,9,-28.069027,Spring,2021,12.2,13.1,0.309445,NaN,NaN,NaN,Herbivoro,0,0,INCOMPLETO,,,,,,
GH010007,Carrizal Bajo,Norte Centro,AMERB,9,-28.069027,Spring,2021,12.2,13.1,0.309445,NaN,NaN,NaN,Carnivoro,0,0,INCOMPLETO,,,,,,
GOPR0006,Carrizal Bajo,Norte Centro,AMERB,10,-28.069027,Spring,2021,9.4,10.6,0.683416667,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,2.194854286,0.037717097,INCOMPLETO,,,,,,
GOPR0006,Carrizal Bajo,Norte Centro,AMERB,10,-28.069027,Spring,2021,9.4,10.6,0.683416667,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,0.731618095,0.777825745,INCOMPLETO,,,,,,
GOPR9432,Los Vilos,Central,AMERB,1,-31.9124,Spring,2020,10.8,12,0.637223333,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,4.707925531,0.024980697,INCOMPLETO,,,,,,
GOPR9432,Los Vilos,Central,AMERB,1,-31.9124,Spring,2020,10.8,12,0.637223333,NaN,NaN,NaN,Herbivoro,0,0,INCOMPLETO,,,,,,
GOPR9432,Los Vilos,Central,AMERB,1,-31.9124,Spring,2020,10.8,12,0.637223333,NaN,NaN,NaN,Carnivoro,0,0,INCOMPLETO,,,,,,
GOPR9434,Los Vilos,Central,AMERB,2,-31.9124,Spring,2020,,,0.440833333,NaN,NaN,NaN,Carnivoro,0,0,INCOMPLETO,,,,,,
GOPR9434,Los Vilos,Central,AMERB,2,-31.9124,Spring,2020,,,0.440833333,NaN,NaN,NaN,Herbivoro,0,0,INCOMPLETO,,,,,,
GP019429,Los Vilos,Central,AMERB,3,-31.9124,Spring,2020,10.1,12,0.584445,Sebastidae ,Sebastes oculatus ,General Carnivore ,Carnivoro,0.855512495,0.501001444,INCOMPLETO,,,,,,
GP019429,Los Vilos,Central,AMERB,3,-31.9124,Spring,2020,10.1,12,0.584445,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,1.71102499,0.131528306,INCOMPLETO,,,,,,
GP019429,Los Vilos,Central,AMERB,3,-31.9124,Spring,2020,10.1,12,0.584445,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,0.855512495,0.029796256,INCOMPLETO,,,,,,
GOPR9431,Los Vilos,Central,AMERB,4,-31.9124,Spring,2020,14.5,15.1,0.284666667,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,1.756440281,0.071627088,INCOMPLETO,,,,,,
GOPR9431,Los Vilos,Central,AMERB,4,-31.9124,Spring,2020,14.5,15.1,0.284666667,NaN,NaN,NaN,Carnivoro,0,0,INCOMPLETO,,,,,,
GOPR9430,Los Vilos,Central,AMERB,5,-31.9124,Spring,2020,18.2,14,0.827778333,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,1.812079321,0.015635976,INCOMPLETO,,,,,,
GOPR9430,Los Vilos,Central,AMERB,5,-31.9124,Spring,2020,18.2,14,0.827778333,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,3.020132201,0.015307996,INCOMPLETO,,,,,,
GOPR9430,Los Vilos,Central,AMERB,5,-31.9124,Spring,2020,18.2,14,0.827778333,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,0.60402644,0.004564133,INCOMPLETO,,,,,,
GOPR9430,Los Vilos,Central,AMERB,5,-31.9124,Spring,2020,18.2,14,0.827778333,NaN,NaN,NaN,Carnivoro,0,0,INCOMPLETO,,,,,,
GOPR9430,Los Vilos,Central,AMERB,5,-31.9124,Spring,2020,18.2,14,0.827778333,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,1.812079321,0.010534137,INCOMPLETO,,,,,,
GH010119,Las Cruces,Central,AMERB,2,-33.495009,Spring,2021,,,0.107833333,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,4.636785162,0.060770213,COMPLETO,,,,,,
GH010119,Las Cruces,Central,AMERB,2,-33.495009,Spring,2021,,,0.107833333,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,55.64142195,0.073948161,COMPLETO,,,,,,
GH010119,Las Cruces,Central,AMERB,2,-33.495009,Spring,2021,,,0.107833333,NaN,NaN,NaN,Carnivoro,0,0,COMPLETO,,,,,,
GH010119,Las Cruces,Central,AMERB,2,-33.495009,Spring,2021,,,0.107833333,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,55.64142195,1.348325749,COMPLETO,,,,,,
GH019767B,Pisagua,Norte,AMERB,1,-19.56843,Spring,2022,15.3,17,0.309666667,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,8.073196986,1.6403509,COMPLETO,,,,,,
GH019767B,Pisagua,Norte,AMERB,1,-19.56843,Spring,2022,15.3,17,0.309666667,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,1.614639397,0.32807018,COMPLETO,,,,,,
GH019767B,Pisagua,Norte,AMERB,1,-19.56843,Spring,2022,15.3,17,0.309666667,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,1.614639397,0.573140858,COMPLETO,,,,,,
GH019767B,Pisagua,Norte,AMERB,1,-19.56843,Spring,2022,15.3,17,0.309666667,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,8.073196986,2.865704292,COMPLETO,,,,,,
GH019767B,Pisagua,Norte,AMERB,1,-19.56843,Spring,2022,15.3,17,0.309666667,NaN,NaN,NaN,Herbivoro,0,0,COMPLETO,,,,,,
GH019767B,Pisagua,Norte,AMERB,1,-19.56843,Spring,2022,15.3,17,0.309666667,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,4.843918192,0.98421054,COMPLETO,,,,,,
GH019766,Pisagua,Norte,AMERB,2,-19.56843,Spring,2022,15,17,0.762166667,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,1.968073475,0.399882612,COMPLETO,,,,,,
GH019766,Pisagua,Norte,AMERB,2,-19.56843,Spring,2022,15,17,0.762166667,Blenidae,Scartichthys gigas ,Herbivore and Detritivore,Herbivoro,0.656024492,0.012334442,COMPLETO,,,,,,
GH019766,Pisagua,Norte,AMERB,2,-19.56843,Spring,2022,15,17,0.762166667,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,1.968073475,1.11965522,COMPLETO,,,,,,
GH019766,Pisagua,Norte,AMERB,2,-19.56843,Spring,2022,15,17,0.762166667,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,1.312048983,0.46573178,COMPLETO,,,,,,
GH019766,Pisagua,Norte,AMERB,2,-19.56843,Spring,2022,15,17,0.762166667,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,1.312048983,0.134677988,COMPLETO,,,,,,
GH019766,Pisagua,Norte,AMERB,2,-19.56843,Spring,2022,15,17,0.762166667,Blenidae,Scartichthys gigas ,Herbivore and Detritivore,Herbivoro,9.184342882,0.172682194,COMPLETO,,,,,,
GH019766,Pisagua,Norte,AMERB,2,-19.56843,Spring,2022,15,17,0.762166667,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,1.312048983,0.46573178,COMPLETO,,,,,,
GH019766,Pisagua,Norte,AMERB,2,-19.56843,Spring,2022,15,17,0.762166667,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,7.216269407,2.56152479,COMPLETO,,,,,,
GH010046,Pisagua,Norte,AMERB,7,-19.56843,Spring,2022,12.8,15,1.045333333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,0.478316327,0.169785669,COMPLETO,,,,,,
GH010046,Pisagua,Norte,AMERB,7,-19.56843,Spring,2022,12.8,15,1.045333333,NaN,NaN,NaN,Herbivoro,0,0,COMPLETO,,,,,,
GH010046,Pisagua,Norte,AMERB,7,-19.56843,Spring,2022,12.8,15,1.045333333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,1.43494898,0.197171731,COMPLETO,,,,,,
GH010049,Punta Arenas,Norte,AMERB,1,-21.6323,spring,2022,11.5,,0.646166667,Pomacentridae,Chromis crusma,Planktivore,Planctivoro,0.773794171,0.085854236,COMPLETO,,,,,,
GH010049,Punta Arenas,Norte,AMERB,1,-21.6323,spring,2022,11.5,,0.646166667,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,0.773794171,0.157223212,COMPLETO,,,,,,
GH010049,Punta Arenas,Norte,AMERB,1,-21.6323,spring,2022,11.5,,0.646166667,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,0.773794171,0.092217062,COMPLETO,,,,,,
GH010049,Punta Arenas,Norte,AMERB,1,-21.6323,spring,2022,11.5,,0.646166667,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,3.868970854,0.397138536,COMPLETO,,,,,,
GH010049,Punta Arenas,Norte,AMERB,1,-21.6323,spring,2022,11.5,,0.646166667,Pomacentridae,Chromis crusma,Planktivore,Planctivoro,0.773794171,0.036850369,COMPLETO,,,,,,
GH010049,Punta Arenas,Norte,AMERB,1,-21.6323,spring,2022,11.5,,0.646166667,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,0.773794171,0.56618459,COMPLETO,,,,,,
GH010049,Punta Arenas,Norte,AMERB,1,-21.6323,spring,2022,11.5,,0.646166667,Blenidae,Scartichthys gigas ,Herbivore and Detritivore,Herbivoro,0.773794171,0.032709337,COMPLETO,,,,,,
GH010048,Punta Arenas,Norte,AMERB,4,-21.6323,spring,2022,11.7,"12,5 ?",0.768833333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,2.601344028,1.4799287,COMPLETO,,,,,,
GH010048,Punta Arenas,Norte,AMERB,4,-21.6323,spring,2022,11.7,"12,5 ?",0.768833333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,7.804032083,4.4397861,COMPLETO,,,,,,
GH010048,Punta Arenas,Norte,AMERB,4,-21.6323,spring,2022,11.7,"12,5 ?",0.768833333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,0.650336007,0.309019042,COMPLETO,,,,,,
GH010048,Punta Arenas,Norte,AMERB,4,-21.6323,spring,2022,11.7,"12,5 ?",0.768833333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,1.951008021,0.560734679,COMPLETO,,,,,,
GH010048,Punta Arenas,Norte,AMERB,4,-21.6323,spring,2022,11.7,"12,5 ?",0.768833333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,0.650336007,0.13213839,COMPLETO,,,,,,
GH010048,Punta Arenas,Norte,AMERB,4,-21.6323,spring,2022,11.7,"12,5 ?",0.768833333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,0.650336007,0.309019042,COMPLETO,,,,,,
GH010048,Punta Arenas,Norte,AMERB,4,-21.6323,spring,2022,11.7,"12,5 ?",0.768833333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,4.552352049,1.170587127,COMPLETO,,,,,,
GH010048,Punta Arenas,Norte,AMERB,4,-21.6323,spring,2022,11.7,"12,5 ?",0.768833333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,1.300672014,0.461693351,COMPLETO,,,,,,
GH010048,Punta Arenas,Norte,AMERB,4,-21.6323,spring,2022,11.7,"12,5 ?",0.768833333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,0.650336007,0.309019042,COMPLETO,,,,,,
GH010048,Punta Arenas,Norte,AMERB,4,-21.6323,spring,2022,11.7,"12,5 ?",0.768833333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,1.300672014,0.618038084,COMPLETO,,,,,,
GH010048,Punta Arenas,Norte,AMERB,4,-21.6323,spring,2022,11.7,"12,5 ?",0.768833333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,0.650336007,0.230846676,COMPLETO,,,,,,
GH010048,Punta Arenas,Norte,AMERB,4,-21.6323,spring,2022,11.7,"12,5 ?",0.768833333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,0.650336007,0.18691156,COMPLETO,,,,,,
GH010048,Punta Arenas,Norte,AMERB,4,-21.6323,spring,2022,11.7,"12,5 ?",0.768833333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,0.650336007,0.230846676,COMPLETO,,,,,,
GH010048,Punta Arenas,Norte,AMERB,4,-21.6323,spring,2022,11.7,"12,5 ?",0.768833333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,2.601344028,0.528553561,COMPLETO,,,,,,
GH010048,Punta Arenas,Norte,AMERB,4,-21.6323,spring,2022,11.7,"12,5 ?",0.768833333,NaN,NaN,NaN,Herbivoro,0,0,COMPLETO,,,,,,
GH010048,Punta Arenas,Norte,AMERB,4,-21.6323,spring,2022,11.7,"12,5 ?",0.768833333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,0.650336007,0.230846676,COMPLETO,,,,,,
GH019815,Punta Arenas,Norte,AMERB,5,-21.6323,spring,2022,13.5,13.9,0.340333333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,1.469147894,0.42224438,COMPLETO,,,,,,
GH019815,Punta Arenas,Norte,AMERB,5,-21.6323,spring,2022,13.5,13.9,0.340333333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,1.469147894,0.231285007,COMPLETO,,,,,,
GH019815,Punta Arenas,Norte,AMERB,5,-21.6323,spring,2022,13.5,13.9,0.340333333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,1.469147894,0.336572592,COMPLETO,,,,,,
GH019815,Punta Arenas,Norte,AMERB,5,-21.6323,spring,2022,13.5,13.9,0.340333333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,1.469147894,0.298508518,COMPLETO,,,,,,
GH019815,Punta Arenas,Norte,AMERB,5,-21.6323,spring,2022,13.5,13.9,0.340333333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,1.469147894,0.470108578,COMPLETO,,,,,,
GH019815,Punta Arenas,Norte,AMERB,5,-21.6323,spring,2022,13.5,13.9,0.340333333,NaN,NaN,NaN,Herbivoro,0,0,COMPLETO,,,,,,
GH019815,Punta Arenas,Norte,AMERB,5,-21.6323,spring,2022,13.5,13.9,0.340333333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,1.469147894,0.576536869,COMPLETO,,,,,,
GH019814,Punta Arenas,Norte,AMERB,7,-21.6323,spring,2022,12.4,13,0.7005,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,2.855103498,0.734158379,COMPLETO,,,,,,
GH019814,Punta Arenas,Norte,AMERB,7,-21.6323,spring,2022,12.4,13,0.7005,NaN,NaN,NaN,Herbivoro,0,0,COMPLETO,,,,,,
GH019814,Punta Arenas,Norte,AMERB,7,-21.6323,spring,2022,12.4,13,0.7005,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,1.427551749,0.617370082,COMPLETO,,,,,,
GH019813,Punta Arenas,Norte,AMERB,8,-21.6323,spring,2022,14.6,14,1.141333333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,0.876168224,0.251817472,COMPLETO,,,,,,
GH019813,Punta Arenas,Norte,AMERB,8,-21.6323,spring,2022,14.6,14,1.141333333,Girellidae,Girella laevifrons,Omnivore,Omnivore,1.752336449,0.278457931,COMPLETO,,,,,,
GH019813,Punta Arenas,Norte,AMERB,8,-21.6323,spring,2022,14.6,14,1.141333333,Girellidae,Girella laevifrons,Omnivore,Omnivore,0.438084112,0.090930689,COMPLETO,,,,,,
GH019813,Punta Arenas,Norte,AMERB,8,-21.6323,spring,2022,14.6,14,1.141333333,Girellidae,Girella laevifrons,Omnivore,Omnivore,0.438084112,0.10307131,COMPLETO,,,,,,
GH019813,Punta Arenas,Norte,AMERB,8,-21.6323,spring,2022,14.6,14,1.141333333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,1.314252336,0.377726208,COMPLETO,,,,,,
GH019813,Punta Arenas,Norte,AMERB,8,-21.6323,spring,2022,14.6,14,1.141333333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,2.190420561,0.62954368,COMPLETO,,,,,,
GH019813,Punta Arenas,Norte,AMERB,8,-21.6323,spring,2022,14.6,14,1.141333333,Girellidae,Girella laevifrons,Omnivore,Omnivore,0.438084112,0.10307131,COMPLETO,,,,,,
GH019813,Punta Arenas,Norte,AMERB,8,-21.6323,spring,2022,14.6,14,1.141333333,Girellidae,Girella laevifrons,Omnivore,Omnivore,0.438084112,0.130541538,COMPLETO,,,,,,
GH019813,Punta Arenas,Norte,AMERB,8,-21.6323,spring,2022,14.6,14,1.141333333,Girellidae,Girella laevifrons,Omnivore,Omnivore,1.752336449,0.412285241,COMPLETO,,,,,,
GH019813,Punta Arenas,Norte,AMERB,8,-21.6323,spring,2022,14.6,14,1.141333333,Girellidae,Girella laevifrons,Omnivore,Omnivore,0.438084112,0.090930689,COMPLETO,,,,,,
GH019813,Punta Arenas,Norte,AMERB,8,-21.6323,spring,2022,14.6,14,1.141333333,Girellidae,Girella laevifrons,Omnivore,Omnivore,1.752336449,0.721579546,COMPLETO,,,,,,
GH019813,Punta Arenas,Norte,AMERB,8,-21.6323,spring,2022,14.6,14,1.141333333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,0.438084112,0.271667659,COMPLETO,,,,,,
GH019813,Punta Arenas,Norte,AMERB,8,-21.6323,spring,2022,14.6,14,1.141333333,Aplodactylidae ,Aplodactylus punctatus,Herbivore and Detritivore,Herbivoro,1.752336449,0.469962709,COMPLETO,,,,,,
GH019813,Punta Arenas,Norte,AMERB,8,-21.6323,spring,2022,14.6,14,1.141333333,Girellidae,Girella laevifrons,Omnivore,Omnivore,2.190420561,0.997498784,COMPLETO,,,,,,
GH019813,Punta Arenas,Norte,AMERB,8,-21.6323,spring,2022,14.6,14,1.141333333,Girellidae,Girella laevifrons,Omnivore,Omnivore,1.314252336,0.309213931,COMPLETO,,,,,,
GH019813,Punta Arenas,Norte,AMERB,8,-21.6323,spring,2022,14.6,14,1.141333333,Girellidae,Girella laevifrons,Omnivore,Omnivore,0.438084112,0.0797933,COMPLETO,,,,,,
GH019813,Punta Arenas,Norte,AMERB,8,-21.6323,spring,2022,14.6,14,1.141333333,Girellidae,Girella laevifrons,Omnivore,Omnivore,0.438084112,0.10307131,COMPLETO,,,,,,
